Place,Type,Mass,Fell/found?,Year,Database,longitude,latitude
EET 90534,L6,9.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8943,156.46397,-76.2832
EET 92102,L6,9.6,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9504,156.18965,-76.04775
QUE 93508,L5,9.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19596,168,-84
QUE 93509,L5,9.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19597,168,-84
QUE 94356,L5,9.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19990,168,-84
QUE 94471,L5,9.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20103,168,-84
QUE 94583,L6,9.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20214,168,-84
QUE 94691,H6,9.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20322,168,-84
ALH 94017,L6,9.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=1274,159.66667,-76.71667
QUE 97216,LL5,9.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20674,168,-84
QUE 97244,LL5,9.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20702,168,-84
QUE 97799,LL5,9.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21254,168,-84
QUE 97932,LL5,9.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21386,168,-84
QUE 97988,LL6,9.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21442,168,-84
QUE 97996,LL5,9.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21450,168,-84
QUE 99222,LL5,9.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21673,168,-84
QUE 99223,LL5,9.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21674,168,-84
QUE 99733,LL5,9.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22179,168,-84
QUE 99791,LL5,9.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22237,168,-84
QUE 02155,LL5,9.6,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18968,168,-84
SaU 282,L~6,9.6,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=34005,57.3233,20.99245
QUE 02135,H6,9.59,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18948,168,-84
MAC 02643,H5,9.59,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14940,160.5,-84.21667
Y-81023,CO3,9.58,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29084,35.66667,-71.5
GRV 021588,L6,9.58,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47820,75.224722,-72.961389
Y-74141,H3,9.57,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24519,35.66667,-71.5
A-880389,Stone-uncl,9.57,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3098,26,-72
A-881138,Stone-uncl,9.57,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3847,26,-72
FRO 03063,H5,9.57,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=30620,160.39733,-72.99542
Y-791065,H6,9.56,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26414,35.66667,-71.5
Y-791951,H,9.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27300,35.66667,-71.5
Y-792820,H6,9.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28169,35.66667,-71.5
Y-86297,H4,9.55,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29803,35.66667,-71.5
Y-74538,H6,9.54,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24916,35.66667,0
ALHA77090,H4/5,9.54,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1403,159.66667,-76.71667
Y-792813,H4,9.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28162,35.66667,-71.5
Y-792961,E3,9.53,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28310,35.66667,-71.5
Y-792682,L6,9.52,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28031,35.66667,-71.5
Y-86194,H4,9.52,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29700,35.66667,-71.5
Y-793525,H6,9.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28874,35.66667,-71.5
A-880354,Stone-uncl,9.51,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3063,26,-72
A-880706,Stone-uncl,9.51,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3415,26,-72
GRV 052284,L6,9.51,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48293,75.322222,-72.776389
Nanseiki,Doubtful meteorite,9.5,Found,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=16905,118,36
ALHA81090,H5,9.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2050,159.39222,-76.69306
ALHA81135,H5,9.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2095,159.38944,-76.69472
ALHA81223,H6,9.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2182,159.34444,-76.71222
ALHA81200,H4,9.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2160,159.33,-76.6825
LEW 85372,H5,9.5,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12842,161.40527,-84.27891
Y-86690,CM2,9.5,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30196,35.66667,-71.5
LEW 86447,L6,9.5,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13377,161.40631,-84.24445
A-881527,Stone-uncl,9.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4236,26,-72
LEW 88570,H6,9.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14310,161.41018,-84.24623
LEW 88105,H5,9.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13858,161.37754,-84.25283
FRO 90049,H5/6,9.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10447,160.43857,-72.9556
EET 90341,L6,9.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8750,156.4638,-76.26695
PCA 91423,H5,9.5,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18714,-69.09059,-85.69055
PCA 91284,L6,9.5,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18575,-68.79541,-85.68121
QUE 94308,L5,9.5,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19943,168,-84
QUE 94352,L4,9.5,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19986,168,-84
QUE 94703,L5,9.5,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20334,168,-84
GRO 95642,L6,9.5,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11368,175,-85.66667
EET 96275,L6,9.5,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9866,157.16667,-76.18333
QUE 97236,LL5,9.5,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20694,168,-84
QUE 99345,LL5,9.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21795,168,-84
QUE 99504,LL5,9.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21950,168,-84
QUE 99505,H6,9.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21951,168,-84
QUE 99628,LL5,9.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22074,168,-84
QUE 99868,LL5,9.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22312,168,-84
FRO 01106,H5,9.5,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10289,160.50833,-72.95194
JaH 513,LL7,9.5,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=51407,55.17978,19.53098
Y-790817,LL6,9.49,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26166,35.66667,-71.5
Y-791950,H,9.49,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27299,35.66667,-71.5
MET 00576,L6,9.49,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15811,155.75,-79.68333
Y-790974,H4/5,9.48,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26323,35.66667,-71.5
GRV 052416,L6,9.48,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48314,75.330556,-72.778889
Y-790766,L6,9.47,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26115,35.66667,-71.5
A-87070,Stone-uncl,9.47,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2427,26,-72
A-881252,Stone-uncl,9.47,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3961,26,-72
Y-793560,H6,9.46,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28909,35.66667,-71.5
Y-8424,OC,9.46,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=29471,35.66667,-71.5
FRO 90046,H6,9.46,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10444,160.43857,-72.95596
MAC 02520,H6,9.46,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14829,160.5,-84.21667
Y-792663,Ureilite,9.45,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28012,35.66667,-71.5
A-881347,Stone-uncl,9.45,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4056,26,-72
GRV 052425,L6,9.45,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48315,75.302778,-72.781667
Y-75020,H5/6,9.42,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25061,35.66667,-71.5
Y-791202,Diogenite,9.42,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26551,35.66667,-71.5
A-881234,Stone-uncl,9.42,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3943,26,-72
GRV 022232,L6,9.42,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47924,75.315278,-72.778611
Y-792081,Stone-uncl,9.41,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27430,35.66667,-71.5
Y-793507,H5,9.41,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28856,35.66667,-71.5
A-880405,Stone-uncl,9.41,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3114,26,-72
PCA 02039,H5,9.41,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18221,-68.7,-85.63333
Y-75287,H6,9.4,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25328,35.66667,-71.5
ALHA81137,H6,9.4,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2097,159.38972,-76.69472
ALHA81196,H6,9.4,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2156,159.32088,-76.65816
ALH 84193,L6,9.4,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=795,156.82425,-76.90674
LEW 85437,L3.4,9.4,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12905,161.3688,-84.26708
LEW 86140,L6,9.4,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13079,161.92738,-84.30921
LEW 86341,H5,9.4,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13272,161.33328,-84.29118
LEW 87265,H6,9.4,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13726,161.71862,-84.27251
A-881579,Stone-uncl,9.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4288,26,-72
A-881659,Stone-uncl,9.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4368,26,-72
LEW 88257,L5,9.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14008,161.50343,-84.2394
LEW 88653,H5,9.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14390,161.37185,-84.27218
FRO 90056,L6,9.4,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10454,160.43796,-72.95538
EET 90908,L6,9.4,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9317,156.50459,-76.28461
EET 90324,L6,9.4,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8733,156.43051,-76.28113
PCA 91136,H5,9.4,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18427,-68.93952,-85.68623
PAT 91552,L6,9.4,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18170,-61.8084,-84.58523
QUE 94429,H5,9.4,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20062,168,-84
QUE 94445,H5,9.4,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20077,168,-84
EET 96012,CM2,9.4,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9606,157.16667,-76.18333
QUE 97481,LL5,9.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20937,168,-84
QUE 97604,LL5,9.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21060,168,-84
QUE 97695,H6,9.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21151,168,-84
QUE 99437,L6,9.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21885,168,-84
QUE 99582,LL5,9.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22028,168,-84
MET 00852,H6,9.4,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16086,159.75,-79.68333
MET 00884,H6,9.4,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16118,155.75,-79.68333
Tass?det 002,H5,9.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=23882,6.51983,18.237
MET 01173,H6,9.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16405,159.75,-79.68333
O'Malley 014,H6,9.4,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=54943,131.38011,-30.88517
Y-75299,Diogenite,9.39,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25340,35.66667,-71.5
Y-790182,Stone-uncl,9.39,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25531,35.66667,-71.5
Y-792232,Stone-uncl,9.39,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27581,35.66667,-71.5
Y-81082,L4,9.39,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29143,35.66667,-71.5
MET 00743,L5,9.39,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15977,155.75,-79.68333
Y-74544,H6,9.38,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24922,35.66667,0
Y-791100,LL5/6,9.38,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26449,35.66667,-71.5
Y-791738,H4,9.38,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27087,35.66667,-71.5
A-880211,Stone-uncl,9.38,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2920,26,-72
MET 00728,LL5,9.37,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15962,155.75,-79.68333
LAP 02345,LL5,9.37,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12612,-70,-86.36667
Y-794068,H4,9.36,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=29022,35.66667,-71.5
A-87230,Stone-uncl,9.36,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2587,26,-72
ALH 88091,H5,9.36,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=1135,159.38628,-76.68789
JaH 217,H4,9.36,Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=35536,56.47833,19.96303
GRV 052305,L6,9.36,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48297,75.323889,-72.781667
GRV 052133,L6,9.35,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48274,75.318056,-72.775278
GRV 021568,H4,9.34,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47818,75.290278,-72.938333
GRV 021507,H6,9.33,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47813,75.269167,-72.946111
GRV 051767,L6,9.33,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48229,75.317778,-72.778611
Y-790638,LL,9.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25987,35.66667,-71.5
Y-790825,LL6,9.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26174,35.66667,-71.5
Y-791804,L4,9.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27153,35.66667,-71.5
Y-792787,LL4,9.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28136,35.66667,-71.5
Y-793456,H4,9.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28805,35.66667,-71.5
Y-82143,L6,9.32,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29337,35.66667,-71.5
Y-86039,CM2,9.32,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29545,35.66667,-71.5
A-880707,Stone-uncl,9.32,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3416,26,-72
ALHA78054,LL5,9.31,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1670,159.66667,-76.71667
ALHA78240,H4,9.31,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1853,159.66667,-76.71667
Y-74061,H4,9.3,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24439,35.66667,-71.5
ALHA77033,L3.5,9.3,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1347,159.66667,-76.71667
Y-792144,Stone-uncl,9.3,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27493,35.66667,-71.5
Y-793346,H4,9.3,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28695,35.66667,-71.5
ALHA81124,H5,9.3,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2084,159.36722,-76.70194
EET 83292,H5,9.3,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7932,157.19889,-76.31056
EET 84308,L6,9.3,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=8047,157.16306,-76.30278
LEW 85417,L5,9.3,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12886,161.41737,-84.26913
LEW 85436,L6,9.3,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12904,161.40205,-84.27714
LEW 86036,H5,9.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=12975,161.69154,-84.2737
LEW 86445,H6,9.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13375,161.67881,-84.27404
LEW 86488,H5,9.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13418,161.39332,-84.24547
LEW 86122,H5,9.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13061,161.35847,-84.25633
ALH 86611,H5,9.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=1036,159.41208,-76.72907
LEW 87085,H5,9.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13558,161.36757,-84.25442
A-880288,Stone-uncl,9.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2997,26,-72
A-881625,Stone-uncl,9.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4334,26,-72
LEW 88270,H6,9.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14021,161.42701,-84.27904
LEW 88114,H5,9.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13867,161.40759,-84.2533
LEW 88666,L6,9.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14403,161.35319,-84.29272
FRO 90053,H5,9.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10451,160.43857,-72.95506
PCA 91161,H5,9.3,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18452,-69.06133,-85.67687
PCA 91315,H5,9.3,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18606,-68.74356,-85.67938
QUE 93531,H5,9.3,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19619,168,-84
QUE 93190,H5,9.3,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19279,162.51383,-84.62955
QUE 97276,LL5,9.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20734,168,-84
QUE 97533,H6,9.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20989,168,-84
QUE 99055,H5,9.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21507,168,-84
QUE 99103,LL5,9.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21555,168,-84
QUE 99287,LL5,9.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21738,168,-84
EET 99439,L5,9.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=9982,157.16667,-76.18333
MET 001080,L6,9.3,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15576,159.75,-79.68333
MET 001098,L6,9.3,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15594,159.75,-79.68333
MET 01108,LL5,9.3,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16341,159.75,-79.68333
SaU 285,H5,9.3,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=34008,57.31327,21.0689
TM 563,H5,9.3,Found,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=51855,-117.62858,39.6772
Y-791066,H6,9.29,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26415,35.66667,-71.5
GRV 051854,L6,9.29,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48239,75.311944,-72.78
Y-792070,Stone-uncl,9.28,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27419,35.66667,-71.5
A-881430,Stone-uncl,9.28,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4139,26,-72
Y-791829,Diogenite,9.27,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27178,35.66667,-71.5
Y-75187,L6,9.26,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25228,35.66667,-71.5
Y-791754,L4,9.25,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27103,35.66667,-71.5
GRV 023163,H4,9.25,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=48090,75.339444,-72.773889
Y-790075,H4,9.24,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25424,35.66667,-71.5
Y-86308,H4,9.24,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29814,35.66667,-71.5
Y-82075,Diogenite,9.23,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29269,35.66667,-71.5
Y-86646,Stone-uncl,9.23,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30152,35.66667,-71.5
A-87303,Stone-uncl,9.23,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2660,26,-72
LAP 02301,LL5,9.23,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12568,-70,-86.36667
ALHA77243,H5,9.22,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1554,159.66667,-76.71667
Y-790818,LL6,9.22,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26167,35.66667,-71.5
Dho 1682,L6,9.22,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56188,54.24753,19.6457
Y-86759,L6,9.21,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30265,35.66667,-71.5
MET 00739,CK4,9.21,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15973,155.75,-79.68333
Y-74555,H6,9.2,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24933,35.66667,0
Mundrabilla 004,H5,9.2,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=16855,127.525,-30.75833
ALHA81231,H4,9.2,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2190,159.40333,-76.70111
ALHA81221,L6,9.2,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2181,158.78166,-76.71308
ALH 82107,L5,9.2,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=483,156.91541,-76.97697
ALH 84215,H6,9.2,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=817,159.34206,-76.67946
LEW 85352,H5,9.2,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12822,161.41063,-84.27642
LEW 85391,H6,9.2,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12860,161.40498,-84.27536
LEW 85452,L3.6,9.2,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12920,161.37595,-84.27689
LEW 86103,H5,9.2,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13042,161.69148,-84.27375
LEW 86065,L5,9.2,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13004,161.4208,-84.25881
LEW 86210,Mesosiderite,9.2,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13148,161.3721,-84.25592
LEW 86333,H6,9.2,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13264,161.28593,-84.28986
EET 87752,L6,9.2,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8302,156.51378,-76.26796
LEW 88705,L6,9.2,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14442,161.48675,-84.23113
